GFORCEX,GFORCEY,GFORCEZ,ROT_X,ROT_Y,ROT_Z,GSR,HEARTRATE,SpO2 %,AMB TEMP MLX, OBJ TEMP MLX
-0.23,-0.05,0.88,-16.63,-1.16,-2.24,537,0,0,26.05,24.77
-0.23,-0.05,0.87,-16.87,-0.82,-2.14,497,0,0,26.05,24.81
-0.23,-0.05,0.88,-16.75,-1.02,-2.11,500,0,0,26.05,24.81
-0.23,-0.05,0.87,-16.75,-0.86,-1.98,500,0,0,26.05,24.77
-0.23,-0.05,0.87,-16.75,-1.03,-2.25,516,0,0,26.05,24.77
-0.22,-0.07,0.85,-16.63,-1.18,-2.22,531,0,0,26.05,24.71
-0.24,-0.05,0.87,-16.63,-0.95,-2.02,499,0,0,26.05,24.65
-0.23,-0.05,0.88,-16.75,-1.11,-2.25,555,0,0,26.05,24.57
-0.22,-0.05,0.87,-16.75,-0.98,-2.06,526,0,0,26.05,24.47
-0.23,-0.05,0.88,-16.63,-0.78,-2.18,501,0,0,26.05,24.39
-0.23,-0.05,0.88,-16.99,-0.97,-2.02,502,0,0,26.05,24.23
-0.23,-0.05,0.88,-16.99,-1.1,-2.24,499,0,0,26.01,24.11
-0.24,-0.05,0.87,-16.75,-0.98,-2.09,524,0,0,26.07,24.11
-0.23,-0.04,0.87,-16.87,-1.01,-2.14,543,0,0,26.07,24.17
-0.22,-0.05,0.87,-16.87,-1.05,-2.15,503,0,0,26.07,24.17
-0.23,-0.05,0.88,-16.87,-1.13,-1.97,548,0,0,26.07,24.17
-0.23,-0.05,0.87,-16.87,-1.06,-2.03,516,0,0,26.07,24.17
-0.23,-0.05,0.88,-16.75,-1.25,-2.11,497,0,0,26.07,24.17
-0.23,-0.05,0.88,-16.5,-1.08,-2.01,501,0,0,26.07,24.15
-0.23,-0.05,0.87,-16.99,-1.02,-2.03,501,0,0,26.07,24.15
-0.23,-0.05,0.87,-16.75,-1.21,-2.05,533,0,0,26.07,24.15
-0.23,-0.05,0.87,-16.75,-1.07,-2.05,544,0,0,26.07,24.15
-0.23,-0.05,0.88,-16.75,-1.07,-2.28,499,0,0,26.07,24.15
-0.23,-0.05,0.87,-16.87,-0.93,-1.96,540,0,0,26.07,24.15
-0.23,-0.05,0.87,-16.75,-1.1,-2.28,514,0,0,26.05,24.15
-0.23,-0.04,0.86,-16.63,-0.94,-2.15,494,0,0,26.05,24.11
-0.23,-0.05,0.88,-16.63,-1,-2.24,502,0,0,26.05,24.11
-0.23,-0.05,0.87,-16.63,-1.06,-2.18,498,0,0,26.05,24.11
-0.23,-0.05,0.88,-16.5,-0.98,-2.39,541,0,0,26.05,24.11
-0.22,-0.05,0.88,-16.5,-0.87,-2.44,538,0,0,26.05,24.11
-0.23,-0.05,0.88,-16.5,-1.19,-2.27,502,0,0,26.05,24.11
-0.22,-0.06,0.87,-16.75,-1.03,-2.07,523,0,0,26.05,24.11
-0.23,-0.05,0.87,-16.75,-0.94,-2.16,505,0,0,26.01,24.11
-0.23,-0.04,0.88,-16.87,-1.02,-2.11,500,0,0,26.05,24.15
-0.24,-0.05,0.87,-16.87,-1.1,-2.18,505,0,0,26.05,24.15
-0.23,-0.05,0.87,-16.63,-1.25,-2.15,502,0,0,26.05,24.15
-0.23,-0.05,0.88,-16.63,-1.02,-2.06,531,0,0,26.05,24.15
-0.23,-0.05,0.87,-16.63,-1,-2.18,531,0,0,26.05,24.17
-0.23,-0.06,0.87,-16.63,-1.21,-2.12,500,0,0,26.05,24.15
-0.23,-0.05,0.87,-16.75,-0.98,-2.04,520,0,0,26.05,24.17
-0.23,-0.05,0.86,-16.75,-0.86,-2.18,505,0,0,26.05,24.15
-0.23,-0.05,0.88,-16.75,-1.11,-2.05,501,0,0,26.05,24.15
-0.23,-0.05,0.87,-16.75,-0.9,-2.14,507,0,0,26.01,24.15
-0.23,-0.05,0.87,-16.99,-1.2,-2.07,502,0,0,26.05,24.11
-0.23,-0.05,0.88,-16.5,-1.03,-2.26,532,0,0,26.01,24.11
-0.23,-0.05,0.87,-16.87,-1.11,-2.04,533,0,0,26.05,24.11
-0.23,-0.05,0.87,-16.63,-0.85,-2.23,499,0,0,26.05,24.15
-0.23,-0.05,0.88,-16.75,-1.05,-2.13,519,0,0,26.05,24.15
-0.23,-0.05,0.87,-16.75,-1.21,-2.12,505,0,0,26.05,24.15
-0.23,-0.05,0.88,-16.63,-0.91,-2.01,504,0,0,26.05,24.15
-0.23,-0.05,0.87,-16.87,-0.8,-2.09,508,0,0,26.01,24.15
-0.23,-0.05,0.86,-16.63,-0.89,-2.04,502,0,0,26.01,24.15
-0.23,-0.05,0.87,-16.75,-1.18,-2.13,536,0,0,26.05,24.15
-0.23,-0.05,0.87,-16.75,-1.08,-2.15,532,0,0,26.05,24.15
-0.23,-0.05,0.87,-16.5,-1.02,-2.24,503,0,0,26.05,24.17
-0.23,-0.05,0.87,-16.75,-1.07,-2.21,519,0,0,26.05,24.17
-0.23,-0.05,0.87,-16.5,-1.14,-2.12,503,0,0,26.05,24.17
-0.22,-0.05,0.88,-16.63,-1,-2.22,502,0,0,26.05,24.17
-0.23,-0.05,0.88,-16.99,-0.87,-2.22,508,0,0,26.05,24.17
-0.23,-0.05,0.88,-16.75,-1.05,-2.12,502,0,0,26.05,24.17
-0.23,-0.04,0.88,-16.99,-0.95,-2.28,541,0,0,26.05,24.21
-0.23,-0.05,0.87,-16.38,-1.03,-2.21,531,0,0,26.05,24.23
-0.23,-0.05,0.87,-16.63,-0.89,-2.27,501,0,0,26.05,24.23
-0.23,-0.05,0.88,-16.75,-0.98,-1.97,512,0,0,26.05,24.21
-0.23,-0.05,0.87,-16.87,-1.12,-2.29,504,0,0,26.05,24.23
-0.23,-0.05,0.87,-16.63,-1.05,-2.15,503,0,0,26.05,24.23
-0.24,-0.05,0.88,-16.38,-0.96,-2.04,511,0,0,26.05,24.23
-0.23,-0.05,0.87,-16.87,-1.11,-2.09,499,0,0,26.05,24.23
-0.23,-0.05,0.88,-16.75,-1.05,-2.18,537,0,0,26.05,24.23
-0.23,-0.05,0.87,-16.75,-1.02,-2.05,531,0,0,26.05,24.21
-0.22,-0.06,0.87,-16.75,-1.24,-2.08,502,0,0,26.05,24.23
-0.23,-0.05,0.87,-16.63,-0.95,-2.23,511,0,0,26.05,24.21
-0.23,-0.05,0.87,-16.63,-0.94,-2.17,499,0,0,26.05,24.23
-0.23,-0.04,0.87,-16.75,-1.04,-2.27,501,0,0,26.05,24.21
-0.23,-0.05,0.88,-16.75,-1.05,-2.21,511,0,0,26.05,24.21
-0.23,-0.05,0.86,-16.5,-1.17,-2.1,504,0,0,26.05,24.21
-0.24,-0.05,0.88,-16.63,-0.97,-2.06,538,0,0,26.05,24.21
-0.23,-0.05,0.88,-16.63,-1.08,-1.98,530,0,0,26.05,24.21
-0.23,-0.05,0.88,-16.87,-0.91,-2.05,502,0,0,26.05,24.17
-0.23,-0.05,0.88,-16.87,-0.86,-2.21,513,0,0,26.05,24.17
-0.23,-0.05,0.88,-16.75,-1.11,-2.06,502,0,0,26.07,24.17
-0.23,-0.05,0.87,-16.5,-1.05,-2.09,500,0,0,26.07,24.17
-0.23,-0.05,0.88,-16.87,-0.96,-2.24,511,0,0,26.07,24.17
-0.23,-0.05,0.87,-16.87,-0.9,-2.2,501,0,0,26.07,24.17
-0.23,-0.05,0.87,-16.63,-1.14,-2.1,540,0,0,26.07,24.15
-0.23,-0.05,0.87,-16.63,-1.14,-2.08,531,0,0,26.07,24.15
-0.23,-0.04,0.88,-16.87,-1.11,-2.07,502,0,0,26.07,24.15
-0.23,-0.05,0.88,-16.5,-1.05,-2.13,506,0,0,26.07,24.15
-0.23,-0.05,0.88,-16.75,-1.12,-2.2,500,0,0,26.07,24.11
-0.23,-0.05,0.87,-16.75,-1,-2.04,504,0,0,26.07,24.11
-0.23,-0.05,0.87,-16.99,-1.05,-2.19,514,0,0,26.07,24.15
-0.23,-0.05,0.87,-16.75,-1.01,-2.1,502,0,0,26.07,24.11
-0.23,-0.05,0.88,-16.63,-1.01,-2.14,536,0,0,26.07,24.11
-0.23,-0.05,0.87,-16.87,-1,-1.95,529,0,0,26.07,24.11
-0.23,-0.05,0.88,-16.38,-0.95,-2.04,503,0,0,26.05,24.09
-0.23,-0.05,0.87,-16.75,-1.03,-2.22,504,0,0,26.05,24.11
-0.23,-0.05,0.88,-16.75,-1.02,-2.15,501,0,0,26.05,24.11
-0.23,-0.05,0.87,-16.87,-0.91,-2.1,503,0,0,26.01,24.11
-0.23,-0.05,0.88,-16.63,-1.05,-2.17,516,0,0,26.01,24.09
-0.22,-0.05,0.87,-16.63,-1.07,-2.13,504,0,0,26.01,24.09
-0.23,-0.04,0.88,-16.75,-1.01,-2.13,539,0,0,26.05,24.09
-0.23,-0.05,0.87,-16.75,-1.02,-2.03,526,0,0,26.05,24.11
-0.23,-0.05,0.88,-16.38,-1.11,-2.15,499,0,0,26.05,24.15
-0.23,-0.05,0.87,-16.63,-0.98,-2.04,502,0,0,26.05,24.17
-0.24,-0.05,0.87,-16.63,-1.16,-2.32,502,0,0,26.05,24.17
-0.23,-0.05,0.88,-16.5,-0.87,-2.19,510,0,0,26.05,24.15
-0.23,-0.05,0.88,-16.75,-0.98,-2.15,518,0,0,26.05,24.17
-0.23,-0.05,0.87,-16.75,-0.98,-2.11,499,0,0,26.05,24.21
-0.23,-0.05,0.87,-16.5,-1.11,-2.11,538,0,0,26.05,24.21
-0.23,-0.05,0.87,-16.75,-1.19,-2.28,526,0,0,26.05,24.17
-0.23,-0.05,0.88,-16.63,-1.04,-2.05,502,0,0,26.05,24.17
-0.23,-0.05,0.86,-16.63,-0.92,-2.11,501,0,0,26.05,24.17
-0.24,-0.05,0.88,-16.75,-1.04,-2.22,500,0,0,26.05,24.17
-0.23,-0.05,0.87,-16.75,-1.16,-2.12,513,0,0,26.05,24.17
-0.23,-0.05,0.87,-16.63,-1.03,-2.08,529,0,0,26.05,24.15
-0.23,-0.05,0.88,-16.87,-0.9,-2.14,501,0,0,26.05,24.17
-0.23,-0.05,0.88,-16.75,-0.96,-2.12,535,0,0,26.05,24.15
-0.23,-0.05,0.87,-16.75,-1.09,-2,516,0,0,26.05,24.17
-0.23,-0.05,0.87,-16.5,-1,-2.1,501,0,0,26.05,24.15
-0.23,-0.05,0.87,-16.75,-1.04,-2.04,506,0,0,26.05,24.17
-0.23,-0.05,0.87,-16.63,-1,-2.03,502,0,0,26.05,24.17
-0.23,-0.05,0.87,-16.63,-1.03,-2.05,520,0,0,26.05,24.17
-0.23,-0.05,0.88,-16.5,-1.17,-2.07,529,0,0,26.05,24.17
-0.23,-0.05,0.88,-16.5,-1.21,-2.17,500,0,0,26.05,24.15
-0.23,-0.05,0.87,-16.5,-1.01,-2.24,535,0,0,26.05,24.15
-0.23,-0.05,0.87,-16.99,-1.21,-2.28,519,0,0,26.05,24.15
-0.23,-0.05,0.88,-16.99,-1.02,-2.12,501,0,0,26.05,24.15
-0.23,-0.05,0.87,-16.87,-0.94,-2.08,500,0,0,26.05,24.15
-0.23,-0.05,0.88,-16.63,-0.95,-2.15,501,0,0,26.05,24.15
-0.23,-0.05,0.88,-16.5,-1.02,-2.09,525,0,0,26.05,24.15
-0.23,-0.05,0.88,-16.5,-1.21,-2.25,532,0,0,26.05,24.15
-0.24,-0.04,0.87,-16.5,-1.21,-1.92,500,0,0,26.05,24.15
-0.23,-0.06,0.87,-16.87,-1.32,-2.24,528,0,0,26.07,24.15
-0.23,-0.05,0.88,-16.63,-1.06,-2.05,510,0,0,26.07,24.15
-0.23,-0.05,0.88,-16.87,-1.02,-2.27,503,0,0,26.07,24.15
-0.23,-0.05,0.88,-16.63,-0.99,-2.11,504,0,0,26.07,24.15
-0.23,-0.05,0.87,-16.75,-1.02,-2.05,500,0,0,26.07,24.15
-0.23,-0.05,0.88,-16.75,-1.08,-1.97,525,0,0,26.07,24.15
-0.23,-0.05,0.88,-16.75,-0.95,-2.21,531,0,0,26.07,24.15
-0.23,-0.05,0.88,-16.75,-1.12,-2.2,502,0,0,26.07,24.11
-0.23,-0.05,0.87,-16.99,-1,-2.17,528,0,0,26.07,24.11
-0.23,-0.05,0.87,-16.87,-1.08,-2.27,509,0,0,26.07,24.09
-0.23,-0.05,0.88,-16.87,-1.05,-2.19,500,0,0,26.07,24.09
-0.24,-0.06,0.88,-16.87,-1.2,-2.14,501,0,0,26.07,24.09
-0.23,-0.05,0.87,-16.63,-1.01,-2.12,505,0,0,26.07,24.05
-0.23,-0.05,0.87,-16.75,-0.97,-2.03,532,0,0,26.07,24.05
-0.23,-0.05,0.87,-16.75,-1.14,-2.18,530,0,0,26.07,24.05
-0.22,-0.05,0.87,-16.75,-1.03,-2.08,501,0,0,26.07,24.05
-0.23,-0.05,0.87,-16.87,-1.1,-2.11,520,0,0,26.07,24.05
-0.23,-0.05,0.88,-16.75,-0.81,-2.02,505,0,0,26.07,24.05
-0.22,-0.06,0.88,-16.75,-1.01,-2.11,501,0,0,26.05,24.05
-0.23,-0.05,0.88,-16.63,-1.06,-2.17,507,0,0,26.05,24.03
-0.23,-0.05,0.88,-16.63,-0.92,-2.01,499,0,0,26.05,24.03
-0.23,-0.06,0.87,-16.63,-1.12,-2.03,537,0,0,26.05,24.03
-0.23,-0.05,0.88,-16.63,-0.99,-2.11,534,0,0,26.05,24.09
-0.23,-0.05,0.87,-16.75,-1.27,-2.08,505,0,0,26.05,24.09
-0.23,-0.05,0.86,-16.75,-1.17,-2.05,514,0,0,26.05,24.09
-0.23,-0.05,0.87,-16.63,-1.07,-2.13,499,0,0,26.05,24.09
-0.23,-0.05,0.87,-16.87,-1.05,-2.09,499,0,0,26.05,24.09
-0.23,-0.05,0.88,-16.99,-1.09,-2.2,513,0,0,26.05,24.09
-0.23,-0.05,0.88,-16.75,-0.99,-2.3,503,0,0,26.05,24.09
-0.23,-0.05,0.87,-16.5,-1.02,-2.12,539,0,0,26.05,24.11
-0.23,-0.05,0.88,-16.75,-1.09,-2.09,531,0,0,26.05,24.11
-0.23,-0.05,0.88,-16.87,-0.96,-2.08,500,0,0,26.05,24.09
-0.22,-0.05,0.88,-16.87,-1.09,-2.07,512,0,0,26.05,24.09
-0.24,-0.05,0.87,-16.87,-1.15,-2.11,505,0,0,26.05,24.09
-0.23,-0.06,0.87,-16.75,-1.12,-2.18,503,0,0,26.05,24.09
-0.23,-0.05,0.87,-16.75,-1.03,-2.23,513,0,0,26.05,24.09
-0.23,-0.05,0.87,-16.75,-1.09,-2.18,502,0,0,26.01,24.09
-0.23,-0.05,0.87,-16.87,-1.07,-2.15,541,0,0,26.05,24.09
-0.23,-0.05,0.87,-16.87,-1.08,-2.06,528,0,0,26.05,24.05
-0.23,-0.05,0.87,-16.87,-1.01,-2.19,502,0,0,26.05,24.03
-0.23,-0.05,0.87,-16.75,-1.15,-2.04,501,0,0,26.05,24.03
-0.23,-0.05,0.87,-16.75,-1.25,-2.18,499,0,0,26.05,24.03
-0.23,-0.05,0.87,-16.99,-1.04,-2.15,510,0,0,26.05,24.03
-0.23,-0.05,0.87,-16.75,-1.18,-2.2,522,0,0,26.05,24.03
-0.23,-0.05,0.88,-16.63,-1.24,-2.16,501,0,0,26.05,24.03
-0.23,-0.05,0.87,-16.99,-0.98,-2.2,537,0,0,26.01,24.03
-0.23,-0.05,0.87,-16.99,-0.95,-2.2,521,0,0,26.05,24.03
-0.23,-0.05,0.88,-16.75,-0.89,-2.11,505,0,0,26.05,24.09
-0.23,-0.05,0.87,-16.87,-0.85,-2.08,505,0,0,26.05,24.05
-0.23,-0.05,0.87,-16.63,-1.18,-2.16,500,0,0,26.05,24.03
-0.23,-0.06,0.87,-16.87,-1.08,-2.02,514,0,0,26.05,24.03
-0.23,-0.05,0.87,-16.63,-0.99,-2.18,525,0,0,26.01,24.05
-0.23,-0.05,0.87,-16.87,-0.87,-2,502,0,0,26.05,23.99
-0.23,-0.05,0.88,-16.87,-1.2,-2.11,538,0,0,26.05,24.03
-0.23,-0.05,0.88,-17.11,-1.07,-2.22,519,0,0,26.05,24.03
-0.23,-0.05,0.88,-16.99,-1.18,-2.05,501,0,0,26.01,24.05
-0.23,-0.05,0.87,-16.75,-0.98,-2.1,500,0,0,26.05,24.05
-0.23,-0.05,0.87,-16.75,-0.96,-2,504,0,0,26.05,24.09
-0.23,-0.05,0.87,-16.75,-1.08,-2.08,522,0,0,26.05,24.09
-0.23,-0.05,0.87,-16.5,-1.01,-2.11,527,0,0,26.01,24.09
-0.23,-0.06,0.87,-16.99,-0.98,-2.15,502,0,0,26.01,24.09
-0.23,-0.05,0.87,-16.63,-1.11,-2.11,532,0,0,26.05,24.09
-0.23,-0.04,0.87,-16.63,-1.08,-2.21,518,0,0,26.05,24.09
-0.22,-0.05,0.88,-17.11,-1.11,-2.09,502,0,0,26.05,24.09
-0.23,-0.05,0.88,-16.87,-0.98,-2.16,501,0,0,26.01,24.05
-0.23,-0.05,0.86,-16.75,-1.08,-2.3,500,0,0,26.05,24.03
-0.23,-0.05,0.87,-16.75,-1.08,-2.13,524,0,0,26.05,24.03
-0.23,-0.05,0.86,-16.99,-1.25,-2.24,533,0,0,26.05,24.03
-0.23,-0.05,0.88,-16.87,-1.18,-2.09,502,0,0,26.05,24.03
-0.23,-0.05,0.87,-16.87,-0.94,-2.1,528,0,0,26.01,24.03
-0.23,-0.04,0.88,-16.75,-1.15,-2.14,508,0,0,26.05,23.97
-0.23,-0.05,0.88,-16.99,-1.11,-2.15,502,0,0,26.05,23.99
-0.23,-0.05,0.87,-16.75,-0.95,-2.34,502,0,0,26.05,23.99
-0.23,-0.05,0.88,-16.87,-1.04,-2.21,503,0,0,26.05,23.97
-0.23,-0.05,0.87,-16.87,-1.02,-2.14,530,0,0,26.05,23.99
-0.23,-0.05,0.88,-16.87,-1.18,-2.19,529,0,0,26.05,23.97
-0.23,-0.05,0.88,-16.75,-1.18,-2.08,499,0,0,26.05,23.99
-0.23,-0.05,0.87,-16.99,-0.92,-2.11,526,0,0,26.05,23.99
-0.23,-0.05,0.87,-16.87,-1.05,-2.15,506,0,0,26.05,23.97
-0.23,-0.06,0.87,-16.63,-0.91,-2.09,502,0,0,26.05,23.99
-0.23,-0.05,0.87,-16.99,-1.01,-2.09,504,0,0,26.05,23.93
-0.22,-0.05,0.87,-16.5,-0.91,-2.18,500,0,0,26.05,23.93
-0.23,-0.05,0.87,-16.75,-1.07,-2.02,538,0,0,26.05,23.93
-0.23,-0.05,0.88,-16.87,-0.96,-2.07,532,0,0,26.01,23.91
-0.23,-0.05,0.87,-16.63,-1.24,-2.11,502,0,0,26.05,23.93
-0.23,-0.06,0.88,-16.99,-1.06,-2.24,512,0,0,26.05,23.97
-0.23,-0.05,0.87,-16.75,-1.15,-2.11,500,0,0,26.01,23.99
-0.23,-0.05,0.88,-16.75,-1.14,-2.17,502,0,0,26.05,23.97
-0.23,-0.05,0.88,-16.75,-1.03,-1.96,512,0,0,26.01,23.99
-0.23,-0.06,0.88,-16.63,-0.98,-2.02,502,0,0,26.05,23.97
-0.23,-0.05,0.88,-16.63,-1.15,-2.21,537,0,0,26.05,23.99
-0.23,-0.04,0.89,-16.75,-1.05,-2.11,531,0,0,26.05,23.99
-0.22,-0.05,0.87,-16.75,-0.92,-2.18,504,0,0,26.05,23.97
-0.23,-0.04,0.87,-16.75,-1.15,-2.1,509,0,0,26.01,23.97
-0.23,-0.04,0.87,-16.75,-1.02,-2.21,502,0,0,26.01,23.97
-0.23,-0.05,0.88,-16.87,-1.21,-2.15,503,0,0,26.01,23.93
-0.23,-0.05,0.88,-16.75,-1.03,-2.11,514,0,0,26.01,23.93
-0.23,-0.05,0.87,-16.99,-0.94,-2.04,503,0,0,26.05,23.87
-0.23,-0.05,0.88,-16.75,-1.14,-2.14,541,0,0,26.01,23.91
-0.23,-0.05,0.88,-16.99,-1.01,-2.24,530,0,0,26.05,23.87
-0.23,-0.05,0.85,-16.75,-1.03,-2.13,499,0,0,26.05,23.87
-0.23,-0.05,0.88,-17.11,-0.95,-2.09,503,0,0,26.01,23.87
-0.23,-0.06,0.88,-16.63,-1.09,-2.18,502,0,0,26.05,23.87
-0.23,-0.04,0.87,-16.99,-1.12,-2.13,510,0,0,26.01,23.85
-0.24,-0.05,0.87,-16.75,-1.04,-2.2,522,0,0,26.01,23.81
-0.23,-0.05,0.88,-16.99,-1.12,-2.21,500,0,0,26.05,23.81
-0.23,-0.05,0.87,-16.63,-1.13,-1.98,536,0,0,26.05,23.85
-0.23,-0.05,0.87,-17.11,-0.99,-2.12,524,0,0,26.05,23.85
-0.23,-0.05,0.87,-16.99,-1.07,-1.99,502,0,0,26.05,23.85
-0.23,-0.05,0.88,-16.75,-1.11,-2.1,502,0,0,26.01,23.85
-0.23,-0.05,0.87,-16.75,-0.89,-2.41,500,0,0,26.01,23.81
-0.23,-0.05,0.88,-16.99,-1.05,-2.08,510,0,0,26.01,23.85
-0.23,-0.05,0.87,-16.87,-1.01,-2.1,524,0,0,26.05,23.85
-0.23,-0.05,0.87,-17.11,-0.86,-1.98,504,0,0,26.01,23.85
-0.23,-0.05,0.88,-17.11,-1.04,-2,540,0,0,26.01,23.87
-0.23,-0.05,0.87,-16.99,-1.04,-2.14,516,0,0,26.01,23.91
-0.24,-0.05,0.87,-16.99,-0.93,-2.05,501,0,0,26.01,23.93
-0.24,-0.06,0.87,-16.5,-1.02,-1.95,503,0,0,26.05,23.97
-0.23,-0.05,0.88,-17.11,-1.11,-2.07,502,0,0,26.05,23.99
-0.23,-0.05,0.88,-16.87,-0.83,-2.03,521,0,0,26.05,23.97
-0.23,-0.05,0.87,-16.99,-1.21,-2.04,531,0,0,26.05,23.97
-0.23,-0.05,0.88,-16.99,-1.21,-2.31,500,0,0,26.01,23.97
-0.23,-0.05,0.87,-16.75,-1.15,-2.21,533,0,0,26.01,23.97
-0.23,-0.05,0.87,-16.87,-0.92,-2.08,513,0,0,26.01,23.97
-0.23,-0.05,0.87,-17.11,-0.94,-2.02,501,0,0,26.01,23.97
-0.23,-0.05,0.88,-16.75,-0.92,-2.18,499,0,0,26.05,23.93
-0.23,-0.05,0.88,-16.99,-1.26,-2.18,500,0,0,26.05,23.93
-0.23,-0.05,0.87,-16.75,-1.05,-1.96,528,0,0,26.01,23.99
-0.23,-0.04,0.87,-16.75,-1.08,-1.95,534,0,0,26.01,23.97
-0.22,-0.05,0.87,-16.75,-1.18,-2.13,502,0,0,26.01,24.03
-0.23,-0.05,0.87,-17.11,-1.08,-2.22,523,0,0,26.01,23.99
-0.22,-0.05,0.87,-16.87,-1.01,-2.2,508,0,0,26.01,23.99
-0.23,-0.05,0.87,-16.87,-1.05,-2.15,503,0,0,26.05,23.99
-0.23,-0.05,0.87,-16.75,-0.86,-2.06,503,0,0,26.05,23.99
-0.23,-0.05,0.87,-16.99,-0.92,-2.18,501,0,0,26.01,23.99
-0.23,-0.05,0.87,-16.87,-1.1,-2.18,531,0,0,26.01,23.97
-0.23,-0.05,0.88,-16.75,-1.02,-2,530,0,0,26.01,23.97
-0.23,-0.05,0.87,-16.87,-1.15,-2.01,504,0,0,26.01,23.97
-0.23,-0.05,0.88,-16.87,-0.98,-2.04,518,0,0,26.01,23.97
-0.23,-0.05,0.87,-16.75,-0.88,-2.1,505,0,0,26.05,23.97
-0.23,-0.05,0.87,-16.99,-1.21,-2.15,500,0,0,26.05,23.99
-0.23,-0.05,0.88,-16.99,-1.03,-1.99,505,0,0,26.01,23.97
-0.23,-0.04,0.88,-17.11,-0.96,-2.13,501,0,0,26.01,23.93
-0.23,-0.05,0.87,-16.87,-0.99,-2.11,539,0,0,26.05,23.93
-0.23,-0.05,0.87,-16.87,-0.96,-2.25,530,0,0,26.01,23.99
-0.24,-0.05,0.88,-16.99,-0.82,-2.05,501,0,0,26.01,23.93
-0.23,-0.05,0.88,-16.99,-1.06,-2.24,512,0,0,26.01,23.93
-0.23,-0.05,0.88,-16.75,-1.15,-2.18,502,0,0,26.01,23.87
-0.23,-0.05,0.86,-16.99,-1.13,-2.32,505,0,0,26.01,23.87
-0.23,-0.05,0.86,-16.99,-1.11,-2.21,510,0,0,26.01,23.93
-0.23,-0.04,0.88,-16.75,-0.95,-2.12,500,0,0,26.01,23.97
-0.23,-0.05,0.87,-16.87,-1.02,-2.14,537,0,0,26.01,23.97
-0.23,-0.05,0.88,-17.11,-1.24,-2.08,532,0,0,26.01,23.93
-0.23,-0.04,0.87,-17.11,-0.82,-2.13,504,0,0,26.01,23.93
-0.23,-0.05,0.88,-16.99,-1.08,-2.21,510,0,0,26.05,23.93
-0.23,-0.05,0.87,-16.99,-1.02,-2.07,500,0,0,26.05,23.99
-0.23,-0.05,0.87,-16.99,-0.98,-2.24,502,0,0,26.01,23.99
-0.23,-0.05,0.88,-16.99,-0.94,-2.09,513,0,0,26.01,23.93
-0.24,-0.05,0.86,-16.87,-1.12,-2.15,503,0,0,26.05,23.93
-0.23,-0.04,0.88,-17.11,-1.03,-2.09,538,0,0,26.01,23.97
-0.23,-0.06,0.87,-16.87,-0.94,-2.02,529,0,0,26.01,23.93
-0.23,-0.05,0.88,-16.87,-1.05,-2.05,499,0,0,26.01,23.93
-0.23,-0.05,0.87,-17.11,-1.08,-2.12,512,0,0,26.01,23.93
-0.23,-0.05,0.87,-17.11,-1.01,-2.14,503,0,0,26.05,23.97
-0.23,-0.05,0.87,-16.87,-1.13,-2.18,500,0,0,26.01,23.99
-0.23,-0.05,0.87,-16.87,-1.13,-2.09,510,0,0,26.01,23.93
-0.23,-0.05,0.88,-17.24,-1.13,-2,502,0,0,26.01,23.93
-0.23,-0.05,0.87,-16.99,-1.1,-2.26,539,0,0,26.05,23.97
-0.23,-0.05,0.88,-16.87,-1.15,-2.15,531,0,0,26.01,23.99
-0.23,-0.05,0.87,-16.87,-1.13,-2.08,501,0,0,26.01,23.97
-0.22,-0.05,0.88,-17.11,-1.07,-2.16,504,0,0,26.01,23.97
-0.23,-0.05,0.87,-16.75,-1.09,-2.22,501,0,0,26.01,24.03
-0.23,-0.05,0.87,-16.99,-1.07,-2.13,509,0,0,26.01,23.99
-0.23,-0.05,0.88,-16.87,-0.98,-2.19,518,0,0,26.01,24.03
-0.23,-0.06,0.88,-17.11,-1.14,-1.99,501,0,0,26.01,24.03
-0.23,-0.05,0.87,-16.87,-1.05,-2.06,536,0,0,26.01,24.05
-0.23,-0.06,0.88,-16.75,-1.08,-2.15,525,0,0,26.01,24.09
-0.23,-0.05,0.86,-16.99,-1.05,-1.89,504,0,0,26.01,24.05
-0.23,-0.05,0.88,-17.24,-1,-2.28,502,0,0,26.01,24.05
-0.23,-0.05,0.88,-16.87,-1.13,-2.01,502,0,0,26.01,24.09
-0.23,-0.04,0.86,-16.87,-1.02,-2.03,510,0,0,26.01,24.09
-0.23,-0.05,0.88,-16.99,-1.08,-2.17,521,0,0,26.05,24.15
-0.22,-0.05,0.87,-16.99,-1.15,-2.07,503,0,0,26.01,24.15
-0.22,-0.04,0.86,-16.75,-1.01,-1.98,540,0,0,26.01,24.11
-0.23,-0.04,0.89,-16.99,-1.11,-2.33,522,0,0,26.01,24.11
-0.22,-0.05,0.87,-17.11,-0.98,-2.21,501,0,0,26.01,24.11
-0.23,-0.05,0.86,-16.87,-0.76,-2.11,500,0,0,26.01,24.11
-0.23,-0.05,0.87,-16.99,-1.13,-2.26,503,0,0,26.01,24.15
-0.23,-0.05,0.87,-17.11,-1.08,-2.07,522,0,0,26.01,24.09
-0.23,-0.05,0.86,-17.11,-0.99,-2.05,529,0,0,26.01,24.05
-0.23,-0.05,0.88,-16.87,-1.04,-2.11,500,0,0,26.01,24.05
-0.23,-0.05,0.88,-16.99,-0.9,-2.15,530,0,0,26.01,24.03
